UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Type_Encoded,Failure_Heat Dissipation Failure,Failure_No Failure,Failure_Overstrain Failure,Failure_Power Failure,Failure_Random Failures,Failure_Tool Wear Failure,Tool_Wear_Bin,RPM_Bin
6214,L53393,L,300.9,310.6,1552.0,34.9,95,0,1,False,True,False,False,False,False,Medium,Medium
6215,L53394,L,300.9,310.7,1392.0,44.2,97,0,1,False,True,False,False,False,False,Medium,Low
6216,L53395,L,301.1,310.8,1521.0,41.0,99,0,1,False,True,False,False,False,False,Medium,Medium
6217,L53396,L,301.1,310.8,1724.0,27.5,101,0,1,False,True,False,False,False,False,Medium,High
6218,M21077,M,301.0,310.7,1455.0,46.1,103,0,2,False,True,False,False,False,False,Medium,Medium
6219,H35632,H,301.0,310.6,1366.0,50.6,106,0,0,False,True,False,False,False,False,Medium,Low
6220,H35633,H,301.1,310.6,1407.0,43.9,111,0,0,False,True,False,False,False,False,Medium,Medium
6221,L53400,L,301.1,310.8,1470.0,49.3,116,0,1,False,True,False,False,False,False,Medium,Medium
6222,M21081,M,301.2,310.9,1359.0,50.8,118,0,2,False,True,False,False,False,False,Medium,Low
6223,H35636,H,301.1,310.8,1792.0,25.8,121,0,0,False,True,False,False,False,False,Medium,High
6224,M21083,M,301.1,310.9,1552.0,37.9,126,0,2,False,True,False,False,False,False,Medium,Medium
6225,L53404,L,301.2,311.0,1612.0,32.9,129,0,1,False,True,False,False,False,False,Medium,High
6226,M21085,M,301.2,311.0,1424.0,41.4,131,0,2,False,True,False,False,False,False,Medium,Medium
6227,H35640,H,301.3,311.0,1341.0,59.3,134,0,0,False,True,False,False,False,False,Medium,Low
6228,L53407,L,301.2,310.8,1479.0,38.2,139,0,1,False,True,False,False,False,False,Medium,Medium
6229,L53408,L,301.2,310.9,1413.0,50.1,141,0,1,False,True,False,False,False,False,Medium,Medium
6230,L53409,L,301.3,310.9,1895.5,17.4,143,0,1,False,True,False,False,False,False,Medium,High
6231,M21090,M,301.3,311.0,1641.0,33.0,145,0,2,False,True,False,False,False,False,Medium,High
6232,M21091,M,301.3,311.0,1495.0,40.8,148,0,2,False,True,False,False,False,False,Medium,Medium
6233,L53412,L,301.3,311.0,1576.0,30.4,151,0,1,False,True,False,False,False,False,High,Medium
6234,L53413,L,301.2,310.9,1467.0,37.1,153,0,1,False,True,False,False,False,False,High,Medium
6235,L53414,L,301.2,310.8,1479.0,41.2,155,0,1,False,True,False,False,False,False,High,Medium
6236,L53415,L,301.3,310.9,1596.0,33.9,157,0,1,False,True,False,False,False,False,High,Medium
6237,M21096,M,301.3,310.9,1512.0,36.9,159,0,2,False,True,False,False,False,False,High,Medium
6238,L53417,L,301.4,310.9,1414.0,38.8,162,0,1,False,True,False,False,False,False,High,Medium
6239,L53418,L,301.3,310.8,1390.0,57.4,164,0,1,False,True,False,False,False,False,High,Low
6240,L53419,L,301.2,310.7,1644.0,31.6,166,0,1,False,True,False,False,False,False,High,High
6241,M21100,M,301.2,310.7,1394.0,42.8,168,0,2,False,True,False,False,False,False,High,Low
6242,L53421,L,301.1,310.5,1324.0,52.4,171,0,1,False,True,False,False,False,False,High,Low
6243,L53422,L,301.0,310.4,1476.0,43.6,173,0,1,False,True,False,False,False,False,High,Medium
6244,L53423,L,301.0,310.4,1895.5,16.6,175,0,1,False,True,False,False,False,False,High,High
6245,M21104,M,301.0,310.4,1665.0,30.9,177,0,2,False,True,False,False,False,False,High,High
6246,L53425,L,300.9,310.4,1445.0,41.7,180,0,1,False,True,False,False,False,False,High,Medium
6247,H35660,H,300.8,310.3,1457.0,46.8,182,0,0,False,True,False,False,False,False,High,Medium
6248,L53427,L,300.8,310.2,1492.0,46.3,187,0,1,False,True,False,False,False,False,High,Medium
6249,L53428,L,300.8,310.1,1405.0,61.2,189,1,1,False,False,False,True,False,False,High,Medium
6250,L53429,L,300.7,310.1,1542.0,35.5,191,0,1,False,True,False,False,False,False,High,Medium
6251,L53430,L,300.8,310.2,1520.0,37.7,193,0,1,False,True,False,False,False,False,High,Medium
6252,M21111,M,300.8,310.2,1598.0,36.5,195,0,2,False,True,False,False,False,False,High,Medium
6253,L53432,L,300.8,310.3,1538.0,36.1,198,0,1,False,True,False,False,False,False,High,Medium
6254,L53433,L,300.9,310.4,1615.0,30.9,200,0,1,False,True,False,False,False,False,High,High
6255,L53434,L,301.0,310.5,1408.0,47.0,202,0,1,False,True,False,False,False,False,High,Medium
6256,L53435,L,301.0,310.5,1379.0,57.3,204,1,1,False,False,True,False,False,False,High,Low
6257,L53436,L,301.0,310.6,1493.0,37.8,206,1,1,False,False,False,False,False,True,High,Medium
6258,L53437,L,301.1,310.7,1376.0,49.1,0,0,1,False,True,False,False,False,False,Low,Low
6259,M21118,M,301.1,310.7,1583.0,40.7,2,0,2,False,True,False,False,False,False,Low,Medium
6260,M21119,M,301.2,310.8,1396.0,47.4,5,0,2,False,True,False,False,False,False,Low,Low
6261,L53440,L,301.1,310.7,1436.0,45.3,8,0,1,False,True,False,False,False,False,Low,Medium
6262,L53441,L,301.1,310.6,1417.0,47.6,10,0,1,False,True,False,False,False,False,Low,Medium
6263,L53442,L,301.0,310.6,1641.0,33.4,12,0,1,False,True,False,False,False,False,Low,High
6264,M21123,M,301.0,310.6,1698.0,27.3,14,0,2,False,True,False,False,False,False,Low,High
6265,L53444,L,300.9,310.4,1541.0,39.1,17,0,1,False,True,False,False,False,False,Low,Medium
6266,L53445,L,300.8,310.3,1383.0,46.6,19,0,1,False,True,False,False,False,False,Low,Low
6267,L53446,L,300.8,310.4,1368.0,46.8,21,0,1,False,True,False,False,False,False,Low,Low
6268,L53447,L,300.8,310.4,1570.0,35.2,23,0,1,False,True,False,False,False,False,Low,Medium
6269,L53448,L,300.9,310.5,1616.0,33.5,25,0,1,False,True,False,False,False,False,Low,High
6270,M21129,M,300.9,310.5,1444.0,43.2,27,0,2,False,True,False,False,False,False,Low,Medium
6271,L53450,L,300.9,310.4,1895.5,18.8,30,0,1,False,True,False,False,False,False,Low,High
6272,M21131,M,300.9,310.5,1702.0,29.3,32,0,2,False,True,False,False,False,False,Low,High
6273,M21132,M,301.1,310.6,1429.0,52.7,35,0,2,False,True,False,False,False,False,Low,Medium
6274,L53453,L,301.2,310.8,1711.0,28.9,38,0,1,False,True,False,False,False,False,Low,High
6275,M21134,M,301.2,310.7,1543.0,32.9,40,0,2,False,True,False,False,False,False,Low,Medium
6276,L53455,L,301.3,310.8,1628.0,32.2,43,0,1,False,True,False,False,False,False,Low,High
6277,L53456,L,301.2,310.8,1233.0,64.6,45,0,1,False,True,False,False,False,False,Low,Low
6278,L53457,L,301.2,310.8,1461.0,40.6,47,0,1,False,True,False,False,False,False,Low,Medium
6279,L53458,L,301.2,310.7,1568.0,38.3,49,0,1,False,True,False,False,False,False,Low,Medium
6280,L53459,L,301.3,310.8,1432.0,54.4,51,0,1,False,True,False,False,False,False,Medium,Medium
6281,M21140,M,301.2,310.7,1527.0,41.1,53,0,2,False,True,False,False,False,False,Medium,Medium
6282,M21141,M,301.3,310.8,1455.0,41.2,56,0,2,False,True,False,False,False,False,Medium,Medium
6283,M21142,M,301.3,310.8,1418.0,45.4,59,0,2,False,True,False,False,False,False,Medium,Medium
6284,L53463,L,301.3,310.8,1719.0,29.5,62,0,1,False,True,False,False,False,False,Medium,High
6285,M21144,M,301.2,310.8,1734.0,31.3,64,0,2,False,True,False,False,False,False,Medium,High
6286,M21145,M,301.2,310.7,1426.0,46.1,67,0,2,False,True,False,False,False,False,Medium,Medium
6287,L53466,L,301.1,310.6,1611.0,35.2,70,0,1,False,True,False,False,False,False,Medium,High
6288,M21147,M,301.1,310.6,1479.0,41.1,72,0,2,False,True,False,False,False,False,Medium,Medium
6289,L53468,L,301.0,310.5,1317.0,50.9,75,0,1,False,True,False,False,False,False,Medium,Low
6290,L53469,L,301.0,310.5,1248.0,61.4,77,0,1,False,True,False,False,False,False,Medium,Low
6291,L53470,L,301.0,310.5,1895.5,21.7,79,0,1,False,True,False,False,False,False,Medium,High
6292,M21151,M,301.1,310.5,1547.0,35.8,81,0,2,False,True,False,False,False,False,Medium,Medium
6293,L53472,L,301.0,310.4,1614.0,31.6,84,0,1,False,True,False,False,False,False,Medium,High
6294,H35707,H,301.0,310.4,1512.0,44.9,86,0,0,False,True,False,False,False,False,Medium,Medium
6295,L53474,L,301.1,310.5,1529.0,38.7,91,0,1,False,True,False,False,False,False,Medium,Medium
6296,H35709,H,301.1,310.6,1782.0,24.9,93,0,0,False,True,False,False,False,False,Medium,High
6297,L53476,L,301.0,310.5,1429.0,39.4,98,0,1,False,True,False,False,False,False,Medium,Medium
6298,M21157,M,301.1,310.5,1309.0,60.7,100,0,2,False,True,False,False,False,False,Medium,Low
6299,L53478,L,301.1,310.5,1428.0,44.1,103,0,1,False,True,False,False,False,False,Medium,Medium
6300,L53479,L,301.2,310.6,1385.0,49.2,105,0,1,False,True,False,False,False,False,Medium,Low
6301,L53480,L,301.2,310.7,1517.0,39.4,107,0,1,False,True,False,False,False,False,Medium,Medium
6302,M21161,M,301.2,310.6,1576.0,39.6,109,0,2,False,True,False,False,False,False,Medium,Medium
6303,L53482,L,301.2,310.6,1437.0,51.2,112,0,1,False,True,False,False,False,False,Medium,Medium
6304,H35717,H,301.2,310.6,1457.0,50.5,114,0,0,False,True,False,False,False,False,Medium,Medium
6305,L53484,L,301.1,310.5,1532.0,37.5,119,0,1,False,True,False,False,False,False,Medium,Medium
6306,M21165,M,301.1,310.5,1603.0,32.6,121,0,2,False,True,False,False,False,False,Medium,High
6307,L53486,L,301.0,310.4,1563.0,34.4,124,0,1,False,True,False,False,False,False,Medium,Medium
6308,L53487,L,301.0,310.3,1617.0,34.5,126,0,1,False,True,False,False,False,False,Medium,High
6309,M21168,M,300.8,310.1,1686.0,26.9,128,0,2,False,True,False,False,False,False,Medium,High
6310,L53489,L,300.9,310.2,1382.0,50.4,131,0,1,False,True,False,False,False,False,Medium,Low
6311,L53490,L,300.9,310.1,1895.5,17.8,133,0,1,False,True,False,False,False,False,Medium,High
6312,L53491,L,300.9,310.3,1446.0,44.5,135,0,1,False,True,False,False,False,False,Medium,Medium
6313,M21172,M,300.9,310.2,1533.0,38.1,137,0,2,False,True,False,False,False,False,Medium,Medium
6314,L53493,L,300.9,310.3,1440.0,47.6,140,0,1,False,True,False,False,False,False,Medium,Medium
6315,M21174,M,301.0,310.4,1793.0,25.0,142,0,2,False,True,False,False,False,False,Medium,High
6316,M21175,M,301.0,310.4,1517.0,46.1,145,0,2,False,True,False,False,False,False,Medium,Medium
6317,L53496,L,300.9,310.4,1544.0,36.0,148,0,1,False,True,False,False,False,False,Medium,Medium
6318,L53497,L,300.9,310.3,1321.0,48.8,150,0,1,False,True,False,False,False,False,Medium,Low
6319,M21178,M,300.9,310.3,1416.0,50.9,152,0,2,False,True,False,False,False,False,High,Medium
6320,L53499,L,300.8,310.2,1514.0,40.0,155,0,1,False,True,False,False,False,False,High,Medium
6321,M21180,M,300.8,310.2,1304.0,52.5,157,0,2,False,True,False,False,False,False,High,Low
6322,L53501,L,300.7,310.2,1286.0,64.9,160,0,1,False,True,False,False,False,False,High,Low
6323,M21182,M,300.7,310.1,1483.0,40.2,162,0,2,False,True,False,False,False,False,High,Medium
6324,L53503,L,300.7,310.1,1351.0,46.9,165,0,1,False,True,False,False,False,False,High,Low
6325,M21184,M,300.7,310.1,1367.0,52.6,167,0,2,False,True,False,False,False,False,High,Low
6326,L53505,L,300.7,310.1,1721.0,32.3,170,0,1,False,True,False,False,False,False,High,High
6327,L53506,L,300.6,310.0,1455.0,40.4,172,0,1,False,True,False,False,False,False,High,Medium
6328,L53507,L,300.6,310.0,1425.0,49.5,174,0,1,False,True,False,False,False,False,High,Medium
6329,L53508,L,300.7,310.0,1672.0,29.7,176,0,1,False,True,False,False,False,False,High,High
6330,M21189,M,300.7,310.0,1641.0,34.6,178,0,2,False,True,False,False,False,False,High,High
6331,M21190,M,300.5,310.0,1580.0,37.0,181,0,2,False,True,False,False,False,False,High,Medium
6332,H35745,H,300.5,310.0,1495.0,47.4,184,0,0,False,True,False,False,False,False,High,Medium
6333,M21192,M,300.5,309.9,1895.5,19.8,189,0,2,False,True,False,False,False,False,High,High
6334,M21193,M,300.4,309.9,1415.0,31.8,192,0,2,False,True,False,False,False,False,High,Medium
6335,M21194,M,300.4,309.8,1725.0,30.4,195,0,2,False,True,False,False,False,False,High,High
6336,M21195,M,300.4,309.8,1430.0,43.4,198,0,2,False,True,False,False,False,False,High,Medium
6337,L53516,L,300.4,309.8,1395.0,48.1,201,0,1,False,True,False,False,False,False,High,Low
6338,M21197,M,300.4,309.8,1435.0,43.6,203,0,2,False,True,False,False,False,False,High,Medium
6339,L53518,L,300.4,309.9,1681.0,28.6,206,0,1,False,True,False,False,False,False,High,High
6340,L53519,L,300.5,310.0,1451.0,48.6,208,0,1,False,True,False,False,False,False,High,Medium
6341,H35754,H,300.5,309.9,1397.0,45.9,210,1,0,False,False,False,False,False,True,High,Low
6342,M21201,M,300.4,309.8,1421.0,47.2,0,0,2,False,True,False,False,False,False,Low,Medium
6343,M21202,M,300.3,309.8,1444.0,42.0,3,0,2,False,True,False,False,False,False,Low,Medium
6344,L53523,L,300.2,309.8,1827.0,23.0,6,0,1,False,True,False,False,False,False,Low,High
6345,H35758,H,300.2,309.8,1374.0,47.7,8,0,0,False,True,False,False,False,False,Low,Low
6346,L53525,L,300.2,309.8,1650.0,29.6,13,0,1,False,True,False,False,False,False,Low,High
6347,L53526,L,300.2,309.7,1275.0,60.7,15,0,1,False,True,False,False,False,False,Low,Low
6348,L53527,L,300.2,309.7,1421.0,44.6,17,0,1,False,True,False,False,False,False,Low,Medium
6349,L53528,L,300.2,309.8,1557.0,33.8,19,0,1,False,True,False,False,False,False,Low,Medium
6350,L53529,L,300.1,309.8,1506.0,35.2,21,0,1,False,True,False,False,False,False,Low,Medium
6351,L53530,L,300.1,309.7,1362.0,49.1,23,0,1,False,True,False,False,False,False,Low,Low
6352,L53531,L,300.0,309.7,1542.0,47.1,25,0,1,False,True,False,False,False,False,Low,Medium
6353,L53532,L,300.0,309.6,1496.0,38.8,27,0,1,False,True,False,False,False,False,Low,Medium
6354,M21213,M,300.0,309.6,1491.0,42.0,29,0,2,False,True,False,False,False,False,Low,Medium
6355,L53534,L,300.1,309.6,1565.0,34.8,32,0,1,False,True,False,False,False,False,Low,Medium
6356,L53535,L,300.1,309.7,1481.0,37.9,34,0,1,False,True,False,False,False,False,Low,Medium
6357,M21216,M,300.1,309.7,1420.0,48.4,36,0,2,False,True,False,False,False,False,Low,Medium
6358,L53537,L,300.2,309.8,1398.0,54.8,39,0,1,False,True,False,False,False,False,Low,Low
6359,M21218,M,300.2,309.8,1466.0,45.7,41,0,2,False,True,False,False,False,False,Low,Medium
6360,L53539,L,300.1,309.8,1430.0,56.7,44,0,1,False,True,False,False,False,False,Low,Medium
6361,L53540,L,300.1,309.7,1441.0,40.1,46,0,1,False,True,False,False,False,False,Low,Medium
6362,M21221,M,300.1,309.7,1348.0,57.3,48,0,2,False,True,False,False,False,False,Low,Low
6363,L53542,L,300.0,309.6,1738.0,28.7,51,0,1,False,True,False,False,False,False,Medium,High
6364,M21223,M,300.0,309.6,1618.0,36.2,53,0,2,False,True,False,False,False,False,Medium,High
6365,M21224,M,299.9,309.6,1489.0,41.7,56,0,2,False,True,False,False,False,False,Medium,Medium
6366,M21225,M,299.9,309.5,1412.0,57.9,59,0,2,False,True,False,False,False,False,Medium,Medium
6367,M21226,M,299.9,309.5,1895.5,18.1,62,0,2,False,True,False,False,False,False,Medium,High
6368,L53547,L,300.0,309.6,1571.0,33.1,65,0,1,False,True,False,False,False,False,Medium,Medium
6369,M21228,M,300.0,309.6,1423.0,48.7,67,0,2,False,True,False,False,False,False,Medium,Medium
6370,H35783,H,300.0,309.5,1781.0,24.9,70,0,0,False,True,False,False,False,False,Medium,High
6371,L53550,L,300.1,309.6,1321.0,46.9,75,0,1,False,True,False,False,False,False,Medium,Low
6372,L53551,L,300.1,309.6,1546.0,36.7,77,0,1,False,True,False,False,False,False,Medium,Medium
6373,M21232,M,300.0,309.5,1879.0,22.4,79,0,2,False,True,False,False,False,False,Medium,High
6374,H35787,H,300.0,309.5,1735.0,28.9,82,0,0,False,True,False,False,False,False,Medium,High
6375,L53554,L,300.0,309.5,1506.0,38.8,87,0,1,False,True,False,False,False,False,Medium,Medium
6376,H35789,H,300.0,309.6,1629.0,32.3,89,0,0,False,True,False,False,False,False,Medium,High
6377,L53556,L,300.0,309.6,1694.0,28.7,94,0,1,False,True,False,False,False,False,Medium,High
6378,L53557,L,300.1,309.6,1541.0,37.0,96,0,1,False,True,False,False,False,False,Medium,Medium
6379,L53558,L,300.0,309.6,1514.0,44.6,98,0,1,False,True,False,False,False,False,Medium,Medium
6380,L53559,L,300.1,309.7,1485.0,45.9,100,0,1,False,True,False,False,False,False,Medium,Medium
6381,L53560,L,300.2,309.8,1430.0,55.0,102,0,1,False,True,False,False,False,False,Medium,Medium
6382,L53561,L,300.2,309.7,1771.0,27.1,104,0,1,False,True,False,False,False,False,Medium,High
6383,L53562,L,300.2,309.8,1481.0,41.9,106,0,1,False,True,False,False,False,False,Medium,Medium
6384,H35797,H,300.2,309.7,1483.0,43.8,108,0,0,False,True,False,False,False,False,Medium,Medium
6385,H35798,H,300.1,309.6,1463.0,45.1,113,0,0,False,True,False,False,False,False,Medium,Medium
6386,L53565,L,300.1,309.7,1410.0,48.3,118,0,1,False,True,False,False,False,False,Medium,Medium
6387,L53566,L,300.2,309.7,1656.0,34.3,120,0,1,False,True,False,False,False,False,Medium,High
6388,M21247,M,300.2,309.8,1487.0,39.2,122,0,2,False,True,False,False,False,False,Medium,Medium
6389,H35802,H,300.3,309.9,1509.0,46.6,125,0,0,False,True,False,False,False,False,Medium,Medium
6390,H35803,H,300.3,309.9,1677.0,30.1,130,0,0,False,True,False,False,False,False,Medium,High
6391,L53570,L,300.3,309.8,1450.0,55.0,135,0,1,False,True,False,False,False,False,Medium,Medium
6392,M21251,M,300.2,309.7,1413.0,43.0,137,0,2,False,True,False,False,False,False,Medium,Medium
6393,L53572,L,300.1,309.7,1680.0,33.8,140,0,1,False,True,False,False,False,False,Medium,High
6394,L53573,L,300.2,309.7,1678.0,30.5,142,0,1,False,True,False,False,False,False,Medium,High
6395,M21254,M,300.2,309.7,1408.0,44.0,144,0,2,False,True,False,False,False,False,Medium,Medium
6396,M21255,M,300.1,309.6,1376.0,52.1,147,0,2,False,True,False,False,False,False,Medium,Low
6397,L53576,L,300.0,309.6,1526.0,46.4,150,0,1,False,True,False,False,False,False,Medium,Medium
6398,M21257,M,300.0,309.6,1587.0,32.6,152,0,2,False,True,False,False,False,False,High,Medium
6399,L53578,L,300.1,309.7,1351.0,58.2,155,0,1,False,True,False,False,False,False,High,Low
6400,M21259,M,300.1,309.6,1501.0,38.0,157,0,2,False,True,False,False,False,False,High,Medium
6401,L53580,L,300.1,309.7,1601.0,35.8,160,0,1,False,True,False,False,False,False,High,High
6402,M21261,M,300.0,309.6,1573.0,39.7,162,0,2,False,True,False,False,False,False,High,Medium
6403,M21262,M,300.1,309.6,1584.0,36.7,165,0,2,False,True,False,False,False,False,High,Medium
6404,L53583,L,300.1,309.6,1649.0,33.6,168,0,1,False,True,False,False,False,False,High,High
6405,M21264,M,300.2,309.7,1183.0,61.4,170,0,2,False,True,False,False,False,False,High,Low
6406,L53585,L,300.1,309.7,1895.5,17.5,173,0,1,False,True,False,False,False,False,High,High
6407,L53586,L,300.2,309.8,1526.0,45.6,175,0,1,False,True,False,False,False,False,High,Medium
6408,M21267,M,300.3,309.9,1611.0,29.0,177,0,2,False,True,False,False,False,False,High,High
6409,L53588,L,300.3,309.9,1601.0,31.7,180,0,1,False,True,False,False,False,False,High,High
6410,L53589,L,300.3,310.0,1560.0,40.8,182,0,1,False,True,False,False,False,False,High,Medium
6411,L53590,L,300.4,310.1,1544.0,41.9,184,0,1,False,True,False,False,False,False,High,Medium
6412,M21271,M,300.4,310.0,1560.0,42.3,186,0,2,False,True,False,False,False,False,High,Medium
6413,L53592,L,300.4,310.0,1423.0,44.2,189,0,1,False,True,False,False,False,False,High,Medium
6414,L53593,L,300.4,310.1,1614.0,33.5,191,0,1,False,True,False,False,False,False,High,High
6415,M21274,M,300.4,310.1,1457.0,35.1,193,0,2,False,True,False,False,False,False,High,Medium
6416,L53595,L,300.4,310.1,1503.0,42.2,196,0,1,False,True,False,False,False,False,High,Medium
6417,H35830,H,300.4,310.1,1484.0,38.0,198,0,0,False,True,False,False,False,False,High,Medium
6418,L53597,L,300.3,309.9,1540.0,39.9,203,0,1,False,True,False,False,False,False,High,Medium
6419,H35832,H,300.3,309.9,1405.0,52.1,205,0,0,False,True,False,False,False,False,High,Medium
6420,H35833,H,300.3,309.9,1394.0,46.7,210,1,0,False,False,False,False,False,True,High,Low
6421,L53600,L,300.3,309.9,1518.0,36.4,0,0,1,False,True,False,False,False,False,Low,Medium
6422,L53601,L,300.3,309.9,1527.0,41.4,2,0,1,False,True,False,False,False,False,Low,Medium
6423,L53602,L,300.3,309.9,1377.0,55.3,4,0,1,False,True,False,False,False,False,Low,Low
6424,M21283,M,300.3,310.0,1537.0,37.5,6,0,2,False,True,False,False,False,False,Low,Medium
6425,M21284,M,300.3,310.0,1409.0,43.2,9,0,2,False,True,False,False,False,False,Low,Medium
6426,L53605,L,300.3,309.9,1393.0,56.1,12,0,1,False,True,False,False,False,False,Low,Low
6427,L53606,L,300.2,309.7,1448.0,36.8,14,0,1,False,True,False,False,False,False,Low,Medium
6428,L53607,L,300.2,309.8,1418.0,49.3,16,0,1,False,True,False,False,False,False,Low,Medium
6429,M21288,M,300.2,309.8,1743.0,24.1,18,0,2,False,True,False,False,False,False,Low,High
6430,M21289,M,300.2,309.8,1394.0,47.4,21,0,2,False,True,False,False,False,False,Low,Low
6431,L53610,L,300.3,309.8,1523.0,39.2,24,0,1,False,True,False,False,False,False,Low,Medium
6432,L53611,L,300.2,309.8,1353.0,59.4,26,0,1,False,True,False,False,False,False,Low,Low
6433,M21292,M,300.3,309.9,1447.0,46.5,28,0,2,False,True,False,False,False,False,Low,Medium
6434,L53613,L,300.3,309.9,1570.0,34.0,31,0,1,False,True,False,False,False,False,Low,Medium
6435,M21294,M,300.3,309.9,1494.0,38.5,33,0,2,False,True,False,False,False,False,Low,Medium
6436,L53615,L,300.3,309.9,1621.0,34.1,36,0,1,False,True,False,False,False,False,Low,High
6437,L53616,L,300.4,310.0,1769.0,26.1,38,0,1,False,True,False,False,False,False,Low,High
6438,L53617,L,300.4,310.0,1282.0,66.1,40,0,1,False,True,False,False,False,False,Low,Low
6439,L53618,L,300.4,310.0,1581.0,30.3,42,0,1,False,True,False,False,False,False,Low,Medium
6440,L53619,L,300.6,310.1,1656.0,32.7,44,0,1,False,True,False,False,False,False,Low,High
6441,L53620,L,300.6,310.2,1648.0,31.7,46,0,1,False,True,False,False,False,False,Low,High
6442,L53621,L,300.7,310.2,1639.0,31.4,48,0,1,False,True,False,False,False,False,Low,High
6443,L53622,L,300.7,310.2,1348.0,54.8,50,0,1,False,True,False,False,False,False,Low,Low
6444,L53623,L,300.8,310.3,1537.0,33.3,52,0,1,False,True,False,False,False,False,Medium,Medium
6445,M21304,M,300.8,310.3,1270.0,61.0,54,0,2,False,True,False,False,False,False,Medium,Low
6446,L53625,L,300.7,310.3,1662.0,34.4,57,0,1,False,True,False,False,False,False,Medium,High
6447,M21306,M,300.7,310.3,1471.0,40.2,59,0,2,False,True,False,False,False,False,Medium,Medium
6448,L53627,L,300.6,310.1,1337.0,45.8,62,0,1,False,True,False,False,False,False,Medium,Low
6449,H35862,H,300.7,310.2,1877.0,24.8,64,0,0,False,True,False,False,False,False,Medium,High
6450,L53629,L,300.6,310.2,1519.0,44.6,69,0,1,False,True,False,False,False,False,Medium,Medium
6451,L53630,L,300.6,310.2,1378.0,47.3,71,0,1,False,True,False,False,False,False,Medium,Low
6452,L53631,L,300.7,310.2,1696.0,27.5,73,0,1,False,True,False,False,False,False,Medium,High
6453,L53632,L,300.7,310.1,1376.0,50.8,75,0,1,False,True,False,False,False,False,Medium,Low
6454,L53633,L,300.7,310.2,1807.0,24.2,77,0,1,False,True,False,False,False,False,Medium,High
6455,L53634,L,300.7,310.1,1598.0,32.8,79,0,1,False,True,False,False,False,False,Medium,Medium
6456,L53635,L,300.7,310.1,1565.0,40.2,81,0,1,False,True,False,False,False,False,Medium,Medium
6457,L53636,L,300.7,310.2,1387.0,50.6,83,0,1,False,True,False,False,False,False,Medium,Low
6458,L53637,L,300.7,310.0,1395.0,48.0,85,0,1,False,True,False,False,False,False,Medium,Low
6459,M21318,M,300.6,310.0,1302.0,62.9,87,0,2,False,True,False,False,False,False,Medium,Low
6460,M21319,M,300.6,310.0,1397.0,55.2,90,0,2,False,True,False,False,False,False,Medium,Low
6461,L53640,L,300.6,310.0,1313.0,52.9,93,0,1,False,True,False,False,False,False,Medium,Low
6462,L53641,L,300.6,310.0,1505.0,35.9,95,0,1,False,True,False,False,False,False,Medium,Medium
6463,H35876,H,300.6,310.0,1483.0,44.0,97,0,0,False,True,False,False,False,False,Medium,Medium
6464,H35877,H,300.5,310.0,1358.0,60.4,102,0,0,False,True,False,False,False,False,Medium,Low
6465,M21324,M,300.5,309.9,1735.0,27.0,107,0,2,False,True,False,False,False,False,Medium,High
6466,M21325,M,300.5,309.8,1416.0,48.5,110,0,2,False,True,False,False,False,False,Medium,Medium
6467,L53646,L,300.4,309.7,1740.0,31.1,113,0,1,False,True,False,False,False,False,Medium,High
6468,L53647,L,300.4,309.7,1692.0,27.4,115,0,1,False,True,False,False,False,False,Medium,High
6469,L53648,L,300.5,309.8,1507.0,42.5,117,0,1,False,True,False,False,False,False,Medium,Medium
6470,M21329,M,300.4,309.6,1521.0,35.0,119,0,2,False,True,False,False,False,False,Medium,Medium
6471,L53650,L,300.4,309.6,1379.0,54.5,122,0,1,False,True,False,False,False,False,Medium,Low
6472,L53651,L,300.4,309.6,1523.0,38.5,124,0,1,False,True,False,False,False,False,Medium,Medium
6473,H35886,H,300.4,309.6,1571.0,33.6,126,0,0,False,True,False,False,False,False,Medium,Medium
6474,H35887,H,300.4,309.5,1547.0,50.7,131,0,0,False,True,False,False,False,False,Medium,Medium
6475,M21334,M,300.5,309.7,1347.0,54.3,136,0,2,False,True,False,False,False,False,Medium,Low
6476,L53655,L,300.5,309.7,1560.0,30.2,139,0,1,False,True,False,False,False,False,Medium,Medium
6477,L53656,L,300.5,309.7,1384.0,48.6,141,0,1,False,True,False,False,False,False,Medium,Low
6478,L53657,L,300.5,309.7,1841.0,24.6,143,0,1,False,True,False,False,False,False,Medium,High
6479,L53658,L,300.5,309.8,1663.0,29.1,145,1,1,False,True,False,False,False,False,Medium,High
6480,L53659,L,300.6,309.8,1418.0,42.7,147,0,1,False,True,False,False,False,False,Medium,Medium
6481,L53660,L,300.7,309.9,1775.0,26.6,149,0,1,False,True,False,False,False,False,Medium,High
6482,L53661,L,300.7,309.8,1406.0,48.4,151,0,1,False,True,False,False,False,False,High,Medium
6483,L53662,L,300.6,309.9,1480.0,43.7,153,0,1,False,True,False,False,False,False,High,Medium
6484,L53663,L,300.7,309.9,1412.0,45.3,155,0,1,False,True,False,False,False,False,High,Medium
6485,H35898,H,300.6,309.8,1895.5,22.5,157,0,0,False,True,False,False,False,False,High,High
6486,L53665,L,300.6,309.8,1629.0,37.6,162,0,1,False,True,False,False,False,False,High,High
6487,L53666,L,300.5,309.8,1895.5,21.4,164,0,1,False,True,False,False,False,False,High,High
